yearID,playerID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,ASG_Result,playerType
1979,kuipedu01,140,479,46,122,9,5,0,39,4,9,37,27,7,4,8,0,14,NO,POS
2018,urshegi01,19,43,7,10,1,0,1,3,0,0,2,10,0,1,0,0,1,NO,POS
1970,pepitjo01,131,492,82,127,18,7,26,79,5,4,33,43,11,1,4,3,9,NO,POS
1973,johnsja01,23,28,1,3,1,0,0,3,0,1,2,4,0,0,0,0,0,NO,POS
2009,moralke01,152,566,86,173,43,2,34,108,3,7,46,117,10,2,0,8,15,NO,POS
2017,rodrise01,54,132,18,22,2,0,5,8,1,0,16,57,1,4,1,0,3,NO,POS
2008,salazje01,90,128,17,27,5,3,2,12,0,2,21,41,1,2,1,0,2,NO,POS
2002,leeca01,140,492,82,130,26,2,26,80,1,4,75,73,4,2,0,7,5,NO,POS
2002,muellbi02,111,366,51,96,19,4,7,38,0,0,52,42,2,0,4,5,9,NO,POS
2000,diazei01,75,250,29,68,14,2,4,25,4,2,11,29,0,8,6,0,7,NO,POS
2011,riverre01,45,104,9,15,3,0,1,5,0,0,8,32,0,1,0,1,2,NO,POS
1977,belloro01,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,POS
2001,santape01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,POS
2003,delgawi01,62,127,12,29,3,0,0,7,0,0,11,18,0,1,0,1,5,NO,POS
2001,mackoro01,83,214,30,57,15,2,4,21,4,3,15,52,5,3,2,3,3,NO,POS
2016,ruppca01,105,389,36,98,26,1,16,54,1,0,24,114,0,5,0,1,11,NO,POS
1978,bosleth01,66,219,25,59,5,1,2,13,12,11,13,32,1,0,2,2,4,NO,POS
2013,bradlja02,37,95,18,18,5,0,3,10,2,0,10,31,0,2,0,0,1,NO,POS
1991,danieka01,137,461,54,115,15,1,17,73,6,1,63,116,4,1,0,6,9,NO,POS
1979,dillast01,89,166,31,47,6,1,5,24,1,0,17,24,4,1,5,1,4,NO,POS
1975,tovarce01,121,453,58,116,17,0,3,31,20,11,30,28,0,3,5,1,8,NO,POS
1975,speedho01,17,15,2,2,1,0,0,1,0,0,1,8,0,1,0,0,0,NO,POS
2000,saturlu01,12,5,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,NO,POS
1992,seguida01,115,189,21,44,9,0,1,17,1,0,20,23,3,0,2,0,4,NO,POS
1996,erstada01,57,208,34,59,5,1,4,20,3,3,17,29,1,0,1,3,3,NO,POS
2009,fontemi01,135,377,38,89,22,2,9,43,4,1,35,83,4,2,0,5,7,NO,POS
1974,hislela01,143,510,68,146,20,7,19,79,12,6,48,112,5,8,4,6,14,NO,POS
1998,lathach01,34,94,14,15,1,0,1,5,4,2,13,36,0,0,1,0,0,NO,POS
1999,orieke01,77,240,26,61,16,0,6,29,1,0,22,43,1,3,0,2,8,NO,POS
1991,myersgr01,107,309,25,81,22,0,8,36,0,0,21,45,4,0,0,3,13,NO,POS
1993,smithdw01,111,310,51,93,17,5,11,35,8,6,25,51,1,3,1,3,3,NO,POS
2015,cartech02,129,391,50,78,17,0,24,64,1,2,57,151,1,6,0,5,5,NO,POS
1996,gibrast01,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NO,POS
1993,sosasa01,159,598,92,156,25,5,33,93,36,11,38,135,6,4,0,1,14,NO,POS
1974,breedha01,79,190,14,47,13,0,2,20,0,1,24,35,0,0,0,1,7,NO,POS
2005,lunahe01,64,137,26,39,10,2,1,18,10,2,9,25,0,4,2,1,4,NO,POS
1998,benitya01,91,206,17,41,7,1,9,30,2,2,14,46,1,4,0,1,6,NO,POS
1992,jamesch02,111,248,25,60,10,4,5,32,2,3,14,45,2,2,0,3,2,NO,POS
1998,brownbr01,124,347,56,101,17,7,14,48,4,5,30,95,2,1,1,1,1,NO,POS
2009,gwynnto02,119,393,59,106,11,6,2,21,11,7,48,65,2,2,5,3,2,NO,POS
2004,carroja01,102,218,36,63,14,2,0,16,5,1,32,21,1,1,2,3,3,NO,POS
1978,jorgemi01,96,97,20,19,3,0,1,9,3,1,18,10,1,0,2,1,3,NO,POS
1991,maurero01,13,16,0,1,1,0,0,2,0,0,2,6,0,1,0,0,0,NO,POS
1972,maymi01,57,139,12,39,10,0,0,14,0,0,10,13,2,0,0,2,3,NO,POS
1989,willied01,66,201,25,55,8,0,3,10,1,2,18,31,3,4,3,3,4,NO,POS
2008,wardda01,89,102,8,22,7,0,4,17,0,0,16,24,3,0,0,1,4,NO,POS
1992,corajo01,68,122,27,30,7,1,0,9,10,3,22,13,1,4,2,3,2,NO,POS
1993,marreor01,32,81,10,17,5,1,1,4,1,3,14,16,0,0,0,0,0,NO,POS
1999,greerru01,147,556,107,167,41,3,20,101,2,2,96,67,2,5,0,5,17,NO,POS
1998,jeffere01,62,196,24,60,16,1,8,31,0,0,21,40,2,1,0,1,7,NO,POS
1986,lagami01,33,91,13,19,5,0,6,16,0,0,10,31,2,1,0,0,1,NO,POS
1976,milbola01,59,145,22,36,4,0,0,7,6,1,14,10,0,1,1,0,3,NO,POS
2015,rutlejo01,39,74,11,21,1,0,1,10,0,0,5,26,1,2,1,3,0,NO,POS
2005,francje02,70,257,41,77,20,1,14,45,3,2,11,58,3,4,0,2,4,NO,POS
2018,saladty01,58,126,13,31,4,0,5,16,2,2,9,41,0,1,2,1,3,NO,POS
1971,woodwwo01,136,273,22,66,9,1,0,18,4,0,27,28,4,0,8,1,8,NO,POS
1981,clarkbo04,34,88,12,22,2,1,4,19,0,0,7,18,0,0,0,0,2,NO,POS
2012,phelpco01,14,33,2,7,0,0,1,5,0,0,1,10,0,0,0,0,0,NO,POS
2003,roberbr01,112,460,65,124,22,4,5,41,23,6,46,58,1,1,4,1,9,NO,POS
1991,felixju01,66,230,32,65,10,2,2,26,7,5,11,55,0,3,0,2,5,NO,POS
2016,millebr02,152,548,73,133,29,6,30,81,6,4,47,149,0,3,0,3,5,NO,POS
1981,quirkja01,46,100,8,25,7,0,0,10,0,2,6,17,1,1,0,0,5,NO,POS
1991,woodte01,10,25,0,3,0,0,0,1,0,0,2,11,0,0,1,0,0,NO,POS
2006,barfijo02,150,539,72,151,32,3,13,58,21,5,30,81,7,2,2,5,8,NO,POS
2018,canhama01,122,365,60,91,22,0,17,52,1,2,34,88,3,10,0,2,11,NO,POS
1984,fordda01,25,91,7,21,4,0,1,5,1,0,7,13,0,0,2,0,3,NO,POS
1997,brognri01,148,543,68,137,36,1,20,81,12,3,33,116,4,0,0,4,12,NO,POS
1990,diazca02,9,3,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,NO,POS
2003,haltesh01,114,360,33,78,5,2,12,30,2,3,27,77,0,0,3,3,11,NO,POS
1987,harpete01,67,130,12,32,6,0,4,17,1,1,16,19,1,0,1,0,8,NO,POS
2003,morriwa02,97,346,37,94,13,2,6,37,4,2,23,42,1,1,4,3,6,NO,POS
1984,cabelen01,127,436,52,135,17,3,8,44,8,11,21,47,5,1,3,3,12,NO,POS
2012,canzlru01,26,93,9,25,3,0,3,11,0,0,4,22,1,0,0,0,0,NO,POS
2001,gilge01,17,58,3,17,2,0,0,6,0,0,5,7,0,2,1,0,1,NO,POS
1972,haneyla01,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NO,POS
1971,perezma01,130,410,28,93,15,3,4,32,1,2,25,44,5,1,7,2,14,NO,POS
1986,woodsal01,23,28,5,9,1,0,2,8,0,0,3,5,0,0,0,1,0,NO,POS
2004,calloro01,46,84,4,14,2,0,1,10,2,0,5,22,0,0,1,1,3,NO,POS
2008,branyru01,50,132,24,33,8,0,12,20,1,0,19,42,4,0,0,1,0,NO,POS
2003,myersgr01,121,329,51,101,19,0,15,52,0,3,37,57,2,0,0,3,14,NO,POS
1995,alfoned01,101,335,26,93,13,5,4,41,1,1,12,37,1,1,4,4,7,NO,POS
1988,ceronri01,84,264,31,71,13,1,3,27,0,0,20,32,0,3,1,1,6,NO,POS
1995,clarkje01,36,109,17,37,8,3,3,15,3,0,2,11,0,1,0,1,5,NO,POS
1981,corcoti01,22,51,4,9,3,0,0,4,0,0,6,7,0,0,0,1,3,NO,POS
1974,gallabo01,102,87,13,15,2,0,0,3,1,0,12,23,1,1,2,0,1,NO,POS
1978,hernaen01,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NO,POS
1993,leonama01,10,15,1,1,1,0,0,3,0,0,3,7,0,0,0,3,0,NO,POS
1978,mendoma01,57,55,5,12,1,0,1,3,3,1,2,9,1,3,2,0,0,NO,POS
1986,davistr01,15,23,2,3,0,0,0,1,0,0,0,4,0,0,0,1,1,NO,POS
1986,salazlu01,4,7,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,NO,POS
1994,maynebr01,46,144,19,37,5,1,2,20,1,0,14,27,1,0,0,0,3,NO,POS
1992,batiski01,44,136,9,28,4,0,1,10,0,0,4,18,1,0,2,3,7,NO,POS
1999,greenwi01,81,226,22,46,7,0,12,41,0,0,20,56,0,0,0,2,4,NO,POS
1976,sharpbi01,78,180,16,44,4,0,0,11,1,3,10,15,0,1,4,0,3,NO,POS
1999,joneste02,17,63,4,17,1,1,0,3,1,2,3,14,0,0,0,0,0,NO,POS
2017,leonsa01,85,271,32,61,14,0,7,39,0,0,25,74,1,1,1,3,5,NO,POS
2010,kotchca01,125,414,37,90,20,1,9,51,0,0,35,57,6,3,0,5,15,NO,POS
2012,monteje01,135,515,46,134,20,0,15,62,0,2,29,99,4,2,0,7,15,NO,POS
1980,mckayda01,123,295,29,72,16,1,1,29,1,1,10,57,0,6,11,0,4,NO,POS
1994,thompry01,98,334,39,75,14,1,18,59,1,1,28,94,7,10,3,4,8,NO,POS
1997,brownad01,48,147,17,28,6,0,1,10,8,4,13,18,0,4,2,1,3,NO,POS
2001,fabrejo01,53,148,9,33,4,2,2,16,0,0,3,15,0,0,4,2,5,NO,POS
1988,mcgrite01,35,96,9,19,3,0,1,4,1,0,12,31,0,0,0,1,3,NO,POS
1978,velezot01,91,248,29,66,14,2,9,38,1,3,45,41,1,2,3,2,8,NO,POS
2003,davanje02,123,330,56,93,16,1,12,43,17,5,42,59,0,1,4,5,6,NO,POS
1986,wasinma01,3,8,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,NO,POS
2012,janispa01,55,167,18,31,6,1,0,9,1,0,17,30,0,2,0,0,1,NO,POS
2012,jayjo02,117,443,70,135,22,4,4,40,19,7,34,71,3,15,9,1,9,NO,POS
1970,penaro01,140,474,40,114,20,1,3,45,4,6,28,49,4,2,7,4,15,NO,POS
2007,roberch02,28,28,6,8,0,0,0,1,2,0,1,4,0,0,0,0,0,NO,POS
1995,fermife01,73,200,21,39,6,0,0,15,2,0,6,6,0,4,8,1,7,NO,POS
1981,normane01,7,13,1,3,1,0,0,2,0,0,1,2,0,0,0,1,0,NO,POS
1978,perezma01,16,12,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,NO,POS
2008,vottojo01,151,526,69,156,32,3,24,84,7,5,59,102,9,2,0,2,7,NO,POS
1985,hudlere01,20,51,4,8,0,1,0,1,0,1,1,9,0,0,5,0,0,NO,POS
1977,mallosh01,64,126,19,27,4,1,0,5,12,5,11,18,0,3,2,1,2,NO,POS
2007,niekrla01,11,17,0,3,0,0,0,0,0,0,1,5,0,0,0,0,1,NO,POS
1976,whitfte01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,POS
2018,arciafr01,41,103,10,21,5,0,6,23,1,0,1,27,0,2,0,0,4,NO,POS
1978,iorgga01,19,49,3,8,0,0,0,3,0,0,3,4,0,1,0,2,3,NO,POS
1996,mearepa01,152,517,66,138,26,7,8,67,9,4,17,90,1,9,4,7,19,NO,POS
1997,perezne01,83,313,46,91,13,10,5,31,4,3,21,43,4,1,5,4,3,NO,POS
1994,rowlari01,46,118,14,27,3,0,9,20,0,0,11,35,0,0,0,0,2,NO,POS
2003,berroan01,158,567,92,163,28,7,17,73,21,5,29,100,3,18,13,8,13,NO,POS
1997,gomezch02,150,522,62,132,19,2,5,54,5,8,53,114,1,5,3,3,16,NO,POS
2018,holadbr01,61,151,7,31,5,0,1,16,0,0,10,29,2,2,1,2,4,NO,POS
1984,francte01,58,214,18,74,19,2,1,18,0,0,5,12,3,1,1,2,4,NO,POS
2015,severpe01,2,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,NO,POS
1993,spraged02,150,546,50,142,31,1,12,73,1,0,32,85,1,10,2,6,23,NO,POS
1972,blombro01,107,299,36,80,22,1,14,49,0,2,38,26,4,3,0,1,4,NO,POS
1983,diazmi01,6,7,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,NO,POS
2005,redmati01,135,319,33,80,12,4,2,26,4,1,19,27,0,1,2,3,8,NO,POS
1993,blankla02,94,252,43,48,8,1,2,23,13,5,67,64,0,2,6,1,9,NO,POS
1993,farismo01,18,29,3,5,2,1,0,2,0,0,5,13,0,0,0,0,2,NO,POS
1992,kunkeje01,20,29,0,4,2,0,0,1,0,0,0,8,0,0,0,0,1,NO,POS
1975,darwibo01,103,355,45,83,12,2,13,41,6,1,29,98,1,7,1,1,12,NO,POS
2015,descada01,101,185,22,38,3,2,5,22,1,2,20,45,6,0,4,0,3,NO,POS
1987,gonzajo02,19,16,2,3,2,0,0,1,5,0,1,2,0,0,0,1,0,NO,POS
2013,lindad01,143,465,67,134,26,1,23,67,1,0,51,103,5,1,0,4,20,NO,POS
1997,hudlere01,50,122,17,27,4,0,5,10,1,0,6,28,1,1,1,0,2,NO,POS
1984,youngmi01,123,401,59,101,17,2,17,52,6,2,58,110,2,7,2,2,5,NO,POS
1973,goggich01,65,91,19,27,5,0,0,7,0,1,9,19,0,0,0,1,2,NO,POS
2015,hernago01,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NO,POS
1996,hernajo01,131,331,52,80,14,1,10,41,4,0,24,97,4,1,5,2,10,NO,POS
2001,magruch01,17,29,3,5,0,0,0,1,0,0,1,5,0,1,0,0,1,NO,POS
1988,kellyro01,38,77,9,19,4,1,1,7,5,2,3,15,0,0,3,1,0,NO,POS
1999,shavejo01,43,73,10,21,4,0,0,9,1,0,5,17,0,2,3,0,0,NO,POS
2012,bogusbr01,146,355,39,72,9,2,7,28,15,4,41,96,1,7,0,1,6,NO,POS
2012,francje02,148,561,58,132,26,3,16,49,4,7,34,119,9,7,0,1,14,NO,POS
2000,webstle01,39,81,6,17,3,0,0,5,0,0,6,14,1,0,0,0,5,NO,POS
2017,alcanar01,70,105,13,18,3,1,1,7,2,0,2,38,0,0,1,0,2,NO,POS
2001,ortizjo02,64,246,42,59,8,1,13,38,4,1,17,41,0,4,1,2,9,NO,POS
2010,napolmi01,140,453,60,108,24,1,26,68,4,2,42,137,2,11,0,4,15,NO,POS
2004,millake01,150,508,74,151,36,0,18,74,1,1,57,91,0,17,0,6,16,NO,POS
1973,trillma01,17,12,0,3,2,0,0,3,0,0,0,4,0,0,0,0,1,NO,POS
2010,bartoda02,159,556,79,152,33,5,10,57,7,3,110,102,2,3,12,5,8,NO,POS
2001,cairomi01,93,156,25,46,8,1,3,16,2,1,18,23,1,0,7,1,4,NO,POS
1989,coolbsc01,25,51,7,14,1,0,2,7,0,0,4,12,0,0,1,1,2,NO,POS
1999,coraal01,11,30,2,5,1,0,0,3,0,0,0,4,0,1,0,0,1,NO,POS
2011,davisch02,59,199,25,53,12,0,5,19,1,0,11,63,1,0,0,0,4,NO,POS
1981,manrifr01,14,28,1,4,0,0,0,1,0,1,0,12,0,1,0,0,0,NO,POS
1989,brockgr01,107,373,40,99,16,0,12,52,6,1,43,49,8,3,2,1,10,NO,POS
1979,davisbo02,32,89,6,11,2,0,1,8,0,0,6,15,0,1,5,0,7,NO,POS
1984,steinbi02,27,43,3,12,1,0,0,3,0,0,5,9,2,0,0,0,1,NO,POS
1996,deshide01,154,581,75,130,12,8,5,41,48,11,53,124,7,1,2,5,12,NO,POS
2017,morofma01,56,120,19,24,4,1,3,21,0,1,16,43,0,2,1,1,0,NO,POS
1982,cruzhe01,17,19,1,4,1,0,0,0,0,0,2,4,0,0,0,0,1,NO,POS
1989,harrile01,115,335,36,79,10,1,3,26,14,9,20,33,0,2,1,0,14,NO,POS
2017,nunezre01,8,15,1,3,0,0,1,3,0,0,1,8,0,0,0,0,0,NO,POS
2000,ojedaau01,28,77,10,17,3,1,2,8,0,1,10,9,1,0,1,1,1,NO,POS
1982,ayalabe01,64,128,17,39,6,0,6,24,1,1,5,14,2,0,0,0,3,NO,POS
1978,collida02,102,102,13,22,1,0,0,7,7,7,15,18,0,0,1,2,2,NO,POS
2015,jacksau01,136,491,56,131,25,3,9,48,17,10,29,126,0,3,3,1,5,NO,POS
2018,sotoju01,116,414,77,121,25,1,22,70,5,2,79,99,10,0,1,0,9,NO,POS
1979,alexama01,44,13,16,7,0,1,0,1,13,1,0,0,0,0,0,0,0,NO,POS
2016,andinro01,13,24,2,7,0,0,0,1,0,0,0,4,0,0,0,0,0,NO,POS
1986,bonneba01,17,51,4,10,2,0,0,4,0,1,1,13,0,0,0,1,2,NO,POS
2000,derosma01,22,13,9,4,1,0,0,3,0,0,2,1,0,0,0,0,0,NO,POS
2010,larocad01,151,560,75,146,37,2,25,100,0,1,48,172,4,3,0,4,8,NO,POS
1996,beamotr01,24,51,7,11,2,0,0,6,1,1,4,6,0,0,1,0,0,NO,POS
1997,anthoer01,47,74,8,18,3,2,2,5,2,0,12,18,1,0,0,0,0,NO,POS
2002,wilsocr03,131,368,48,97,16,1,16,57,2,3,32,116,0,21,1,2,10,NO,POS
2007,anderma02,66,95,17,28,7,0,3,27,4,1,8,17,1,0,1,2,2,NO,POS
1981,moorech02,48,156,16,47,8,3,1,9,1,4,12,13,0,0,3,0,4,NO,POS
1975,veryzto01,128,404,37,102,13,1,5,48,2,6,23,76,1,5,2,5,7,NO,POS
1979,aikenwi01,116,379,59,106,18,0,21,81,1,3,61,79,8,1,0,6,10,NO,POS
2015,diazel01,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NO,POS
1972,bosweke01,100,355,35,75,9,1,9,33,2,2,32,35,1,0,9,4,15,NO,POS
1991,haresh01,9,19,0,1,1,0,0,0,0,0,2,1,0,0,0,0,3,NO,POS
1988,hearned02,7,18,1,4,2,0,0,1,0,0,0,1,0,0,0,0,1,NO,POS
2011,snydech02,34,96,13,26,3,0,3,17,0,1,17,23,0,1,2,3,2,NO,POS
2010,hamilma01,9,14,0,2,0,0,0,0,0,0,1,5,0,0,0,0,0,NO,POS
2008,harribr01,130,434,57,115,29,3,7,49,1,1,39,98,0,4,7,6,13,NO,POS
1997,liriane01,76,88,10,20,6,0,1,11,0,0,6,12,1,0,2,1,1,NO,POS
2005,torrean02,8,19,2,3,1,0,0,1,1,0,1,6,0,0,0,1,0,NO,POS
1976,wockejo01,60,144,18,32,7,2,3,10,0,3,17,14,0,1,1,0,3,NO,POS
2000,brockta01,13,12,1,2,0,0,0,0,1,1,4,4,0,0,0,0,0,NO,POS
2007,germaes01,121,348,49,92,15,6,4,37,11,7,43,60,0,5,6,3,11,NO,POS
1977,wilforo01,73,171,22,42,1,1,1,13,10,4,17,26,0,2,3,0,1,NO,POS
1974,varnepe01,9,28,1,7,0,0,0,2,0,0,1,8,0,0,0,1,0,NO,POS
2001,harrile01,110,135,12,30,5,1,0,9,3,2,8,9,0,0,0,0,3,NO,POS
1978,leonaje01,8,26,2,10,2,0,0,4,0,1,1,2,0,0,0,0,0,NO,POS
2006,langery01,131,315,46,76,16,3,7,28,1,2,50,91,8,3,0,1,9,NO,POS
1990,olerujo01,111,358,43,95,15,1,14,48,0,2,57,75,6,1,1,4,5,NO,POS
2009,repkoja01,10,5,1,0,0,0,0,1,1,0,0,2,0,1,0,1,0,NO,POS
2001,tuckemi01,149,436,62,110,19,8,12,61,16,8,46,102,4,2,10,6,8,NO,POS
2012,cespeyo01,129,487,70,142,25,5,23,82,16,4,43,102,5,7,0,3,9,NO,POS
1997,jacksda03,75,211,26,55,9,1,5,36,4,1,6,31,0,0,5,2,5,NO,POS
2009,milleco01,35,95,9,18,4,0,1,15,0,0,12,23,0,1,2,1,2,NO,POS
1980,auerbri01,24,33,5,11,1,1,1,4,0,3,3,5,0,0,1,0,0,NO,POS
1993,leyriji01,95,259,43,80,14,0,14,53,0,0,37,59,3,8,0,1,12,NO,POS
1980,holtro01,2,6,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,NO,POS
1973,mayje01,15,38,4,6,1,1,0,2,0,0,4,6,0,1,0,0,1,NO,POS
1990,collida02,99,58,12,13,1,0,0,3,7,1,13,10,2,0,3,0,1,NO,POS
1973,garcipe01,160,580,67,142,32,5,15,54,11,10,40,119,4,5,4,6,11,NO,POS
2005,choihe01,133,320,40,81,15,2,15,42,1,3,34,80,1,8,2,4,10,NO,POS
2014,croncj01,79,242,28,62,12,1,11,37,0,0,10,61,0,1,0,0,10,NO,POS
1972,michage01,126,391,29,91,7,4,1,32,4,2,32,45,4,1,2,4,11,NO,POS
1974,hamptik01,4,4,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,NO,POS
1971,holtji01,126,340,35,88,11,3,1,29,5,1,16,28,4,1,2,2,11,NO,POS
1981,jonesly01,71,174,19,45,5,0,2,19,1,2,18,10,1,1,2,2,6,NO,POS
1990,kingemi01,105,207,24,61,7,1,0,24,6,1,12,19,0,1,5,1,1,NO,POS
1996,mathemi01,106,313,31,64,15,2,8,46,3,2,14,80,0,3,7,4,9,NO,POS
1970,clinege01,31,37,4,15,2,0,0,3,2,1,2,5,0,0,0,0,2,NO,POS
2005,hairssc01,15,20,0,2,1,0,0,0,0,0,0,6,0,0,0,0,1,NO,POS
1973,huttoto01,106,247,31,65,11,0,5,29,3,1,32,31,6,0,2,1,8,NO,POS
2010,puntoni01,88,252,24,60,11,1,1,20,6,2,28,50,2,1,4,3,3,NO,POS
1972,steinbi02,14,35,2,11,0,1,2,3,1,0,0,7,0,0,3,0,0,NO,POS
1996,delgawi01,6,22,3,8,0,0,0,2,1,0,1,5,0,2,0,0,0,NO,POS
2005,koskico01,97,354,49,88,20,0,11,36,4,1,44,90,3,4,0,2,10,NO,POS
1981,milleri01,97,316,38,92,17,2,2,33,3,5,28,36,1,1,4,2,7,NO,POS
2007,reynoma01,111,366,62,102,20,4,17,62,0,1,37,129,4,5,1,5,5,NO,POS
1991,bellira01,149,353,36,88,9,2,0,27,3,1,22,63,2,2,7,1,4,NO,POS
1972,fordte01,129,429,43,101,19,1,14,50,4,3,37,80,2,3,7,5,6,NO,POS
1977,wolfela01,8,25,3,6,1,0,0,6,0,0,1,0,1,0,1,0,0,NO,POS
1993,canatwi01,38,47,12,10,0,0,1,3,1,1,6,15,0,1,2,1,2,NO,POS
1990,gilkebe01,18,64,11,19,5,2,1,3,6,1,8,5,0,0,0,0,1,NO,POS
1999,johnsru01,83,156,24,44,10,0,5,23,2,3,20,31,0,0,4,3,3,NO,POS
1973,borgmgl01,12,34,7,9,2,0,0,9,0,0,6,10,0,0,1,0,0,NO,POS
2000,lampkto01,36,103,15,26,6,1,7,23,0,0,9,17,1,3,0,2,7,NO,POS
1985,picciro01,71,102,19,28,2,0,1,8,3,2,2,17,0,0,0,0,1,NO,POS
2013,ryanbr01,104,319,30,63,12,0,4,22,4,2,23,73,1,2,4,1,11,NO,POS
2004,bergda01,58,154,13,39,4,0,3,23,0,1,4,27,0,2,0,2,4,NO,POS
2014,davisik02,143,360,43,84,19,0,11,51,0,4,63,78,3,0,0,4,8,NO,POS
2002,sanchal03,112,394,55,114,10,7,1,33,37,14,31,62,0,2,6,2,4,NO,POS
2013,bourgja01,9,16,2,3,0,0,1,2,0,0,2,4,0,0,0,0,0,NO,POS
2016,fryerer01,60,116,19,31,4,1,0,13,0,3,13,25,0,0,2,2,1,NO,POS
1981,woodsga01,54,110,10,23,4,1,0,12,2,1,11,22,4,0,3,2,4,NO,POS
1991,blausje01,129,352,49,91,14,3,11,54,5,6,54,59,4,2,4,3,4,NO,POS
2018,broxtke01,51,78,15,14,2,2,4,11,5,1,11,28,0,0,0,0,0,NO,POS
2010,donaljo02,14,32,1,5,1,0,1,4,0,0,2,12,0,0,0,0,0,NO,POS
1984,jacksro02,45,119,5,23,4,1,0,7,0,2,7,17,1,0,1,1,3,NO,POS
2004,lairdge01,49,147,20,33,6,0,1,16,0,1,12,35,0,2,4,3,5,NO,POS
1996,carrch02,27,106,18,29,6,1,1,11,5,4,6,21,0,0,0,1,1,NO,POS
1996,cruzfa01,14,38,5,9,2,0,0,0,0,0,1,11,0,0,1,0,1,NO,POS
1989,merulma01,31,81,5,18,1,0,1,8,0,1,6,14,0,0,2,1,2,NO,POS
1989,thurmga01,72,87,24,17,2,1,0,5,16,0,15,26,0,0,2,1,0,NO,POS
1977,haneyla01,63,127,7,29,2,0,0,10,0,0,5,30,0,0,2,2,2,NO,POS
1982,davisdi02,70,152,12,35,5,2,4,19,2,0,7,19,0,0,1,5,6,NO,POS
1995,polonlu01,95,291,43,76,16,3,2,17,13,4,28,38,1,0,3,4,3,NO,POS
2016,goodwbr01,22,42,1,12,4,1,0,5,0,0,2,14,0,0,0,0,1,NO,POS
1979,maymi01,71,213,24,54,15,0,7,31,0,0,15,28,2,2,2,1,4,NO,POS
2006,brousbe01,144,432,61,125,21,0,21,63,2,1,26,103,3,3,0,4,8,NO,POS
1977,gantnji01,14,47,4,14,1,0,1,2,2,1,2,5,0,0,0,0,1,NO,POS
2016,hansoal01,27,31,5,7,1,0,0,1,2,1,2,5,1,0,0,0,0,NO,POS
1980,wallide01,100,284,30,85,6,5,3,29,4,3,35,26,4,0,0,2,2,NO,POS
1995,gonzare01,30,18,1,6,1,0,1,3,0,0,0,4,0,0,0,0,1,NO,POS
1973,hernaen01,70,247,26,55,2,1,0,9,15,4,17,14,0,0,3,0,4,NO,POS
2003,huckake01,5,11,1,2,1,0,0,2,0,0,0,2,0,0,0,0,0,NO,POS
1994,buforda01,4,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NO,POS
1972,clarkro02,36,69,9,14,3,1,2,6,0,0,7,15,0,0,2,1,3,NO,POS
1988,lampkto01,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NO,POS
1983,oberkke01,151,488,62,143,26,5,3,38,12,6,61,27,5,1,4,3,12,NO,POS
1983,bishomi01,3,8,2,1,1,0,0,0,0,0,3,4,0,0,0,0,0,NO,POS
1989,hinzoto01,18,17,4,0,0,0,0,0,1,2,2,6,0,0,2,0,0,NO,POS
1972,griffdo01,129,470,43,122,12,1,2,35,9,2,45,48,6,2,15,3,7,NO,POS
1999,klassda01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,POS
2003,prietal01,8,11,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,NO,POS
2010,teagata01,28,71,10,11,1,0,4,6,0,0,8,34,0,2,4,0,0,NO,POS
1997,candaca01,14,26,5,8,1,0,0,4,1,0,1,1,0,0,0,0,0,NO,POS
1982,foliti01,150,480,46,121,14,2,3,56,2,4,14,22,1,2,26,6,7,NO,POS
1992,lopezja01,9,16,3,6,2,0,0,2,0,0,0,1,0,0,0,0,0,NO,POS
1985,bailema01,114,332,47,88,14,0,10,45,0,2,67,70,13,1,1,1,16,NO,POS
2003,brownde02,50,132,16,30,7,0,2,14,1,1,8,37,1,2,0,1,0,NO,POS
1999,dunwoto01,64,186,20,41,6,3,2,20,3,4,12,41,0,1,0,1,1,NO,POS
1972,elliora01,14,49,5,10,3,1,0,6,0,0,2,11,0,0,0,0,1,NO,POS
